,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
319,0.641,0.752,-9.472,0.0295,0.325,0.000106,0.168,0.488,105.019,0
320,0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,0
321,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,3
322,0.759,0.85,-7.156,0.0418,0.456,1.72e-06,0.488,0.963,149.211,3
323,0.623,0.94,-5.731,0.0365,0.202,0.00184,0.0472,0.837,131.037,3
324,0.56,0.799,-5.26,0.0583,0.00145,5.33e-05,0.118,0.516,130.059,3
325,0.484,0.877,-5.434,0.0337,0.151,0.00017,0.14,0.687,92.975,3
326,0.619,0.939,-6.787,0.0397,0.0173,0.000355,0.327,0.677,115.164,3
327,0.795,0.63,-7.217,0.0841,0.0419,0.575,0.0894,0.785,108.701,3
328,0.539,0.583,-4.935,0.0275,0.108,0.0,0.111,0.337,86.063,0
329,0.674,0.832,-7.892,0.0308,0.146,5.06e-06,0.138,0.981,125.996,3
330,0.615,0.748,-5.423,0.0374,0.062,0.0,0.567,0.485,95.027,3
331,0.731,0.867,-5.881,0.032,0.0395,0.0,0.0861,0.776,104.019,3
332,0.662,0.887,-6.083,0.0329,0.0479,0.00074,0.143,0.745,134.978,3
333,0.834,0.699,-3.222,0.178,0.111,0.0,0.131,0.809,94.086,3
334,0.713,0.697,-6.078,0.0278,0.204,3.18e-06,0.112,0.731,98.001,3
335,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,0
336,0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,3
337,0.332,0.214,-12.518,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,0
338,0.817,0.599,-9.249,0.0328,0.132,0.000311,0.0873,0.548,108.873,3
339,0.565,0.693,-5.759,0.029,0.00838,0.0,0.189,0.219,109.908,0
340,0.426,0.584,-5.293,0.296,0.0383,0.0,0.192,0.272,193.438,2
341,0.703,0.826,-7.179,0.0341,0.0322,0.00629,0.179,0.945,103.564,3
342,0.723,0.969,-4.516,0.142,0.0643,0.0,0.115,0.728,126.653,3
343,0.498,0.862,-6.02,0.0589,0.000313,0.00941,0.352,0.47,128.034,3
344,0.705,0.898,-6.371,0.0702,0.207,0.00118,0.702,0.657,136.282,3
345,0.634,0.589,-8.12,0.0277,0.0833,0.000119,0.194,0.494,117.952,0
346,0.543,0.919,-4.831,0.0415,0.000441,0.0,0.238,0.498,125.017,3
347,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,3
348,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526,3
349,0.855,0.587,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97,3
350,0.698,0.301,-12.963,0.036,0.727,0.142,0.122,0.214,128.001,0
351,0.715,0.8,-5.144,0.057,0.0271,0.0,0.0648,0.445,129.023,3
352,0.762,0.482,-4.35,0.0734,0.0725,3.26e-06,0.0802,0.684,94.009,3
353,0.638,0.877,-4.449,0.0302,0.0771,0.0221,0.364,0.743,139.052,3
354,0.584,0.374,-7.553,0.0276,0.136,0.0,0.145,0.385,129.775,0
355,0.694,0.694,-8.21,0.0328,0.058,0.0126,0.129,0.608,121.876,3
356,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,3
357,0.867,0.517,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148,3
358,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,3
359,0.396,0.919,-3.986,0.105,0.0311,0.000589,0.37,0.371,83.951,0
360,0.586,0.651,-10.16,0.048,0.144,0.0,0.489,0.901,81.397,3
361,0.56,0.595,-4.53,0.0274,0.199,6.47e-05,0.132,0.144,104.011,0
362,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97,0
363,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,0
364,0.475,0.544,-4.482,0.0293,0.478,0.0,0.222,0.278,154.918,0
365,0.448,0.665,-4.203,0.026,0.06,2.55e-05,0.0828,0.304,172.004,0
366,0.768,0.852,-6.215,0.038,0.214,7.36e-05,0.0723,0.867,128.373,3
367,0.485,0.731,-8.789,0.0925,0.00109,0.00108,0.162,0.831,117.022,3
368,0.551,0.913,-4.063,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,3
369,0.65,0.912,-4.924,0.0309,0.0432,1.38e-05,0.0575,0.863,110.035,3
370,0.795,0.435,-8.927,0.0324,0.0841,0.00026,0.0763,0.596,108.95,3
371,0.604,0.778,-5.686,0.0259,0.00726,1.33e-05,0.114,0.419,100.155,0
372,0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024,3
373,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,0
374,0.474,0.741,-6.519,0.0481,0.00101,0.000688,0.359,0.447,149.649,0
375,0.367,0.452,-10.422,0.0307,0.0353,0.00228,0.689,0.189,113.066,0
376,0.478,0.965,-5.022,0.0642,0.000169,0.00251,0.0854,0.347,125.152,0
377,0.618,0.748,-8.905,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,2
378,0.562,0.609,-7.063,0.0271,0.0264,0.0,0.17,0.512,130.753,0
379,0.66,0.634,-10.654,0.0814,0.366,9.15e-06,0.274,0.594,112.108,0
380,0.739,0.741,-5.873,0.0912,0.013,0.0,0.0679,0.727,122.988,3
381,0.865,0.521,-6.932,0.0371,0.548,0.000115,0.0989,0.748,129.059,3
382,0.561,0.85,-5.14,0.0585,0.00268,0.0,0.319,0.756,96.218,3
383,0.754,0.327,-12.118,0.0365,0.791,0.0,0.122,0.478,122.035,0
384,0.776,0.559,-8.375,0.103,0.11,0.0,0.0671,0.758,122.242,3
385,0.414,0.404,-9.928,0.0499,0.271,0.0,0.3,0.224,71.105,0
386,0.543,0.87,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,3
387,0.412,0.902,-11.6,0.405,0.0484,0.131,0.405,0.422,89.74,2
388,0.536,0.647,-7.399,0.0773,0.303,1.66e-05,0.188,0.293,169.908,0
389,0.979,0.792,-2.784,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,3
390,0.92,0.654,-3.051,0.0401,0.0236,0.0153,0.036,0.847,117.046,3
391,0.777,0.818,-5.64,0.0462,0.0906,2.98e-05,0.714,0.847,118.405,3
392,0.685,0.858,-6.496,0.0348,0.104,0.000119,0.147,0.692,92.305,3
393,0.484,0.811,-7.861,0.0338,0.00338,0.0229,0.48,0.413,93.506,0
394,0.711,0.74,-7.776,0.0361,0.258,0.0111,0.104,0.639,143.053,3
395,0.559,0.868,-5.276,0.17,0.0475,0.000176,0.776,0.609,156.295,2
396,0.438,0.71,-12.412,0.0919,0.262,0.537,0.221,0.53,145.928,0
397,0.594,0.712,-6.057,0.039,0.0833,0.000874,0.0548,0.806,120.881,3
398,0.447,0.937,-2.811,0.0492,0.00768,1.33e-05,0.0787,0.431,93.452,0
399,0.877,0.391,-12.395,0.0468,0.251,0.000232,0.125,0.931,109.982,3
400,0.801,0.876,-3.94,0.0446,0.144,1.38e-05,0.104,0.932,122.979,3
401,0.605,0.757,-5.897,0.0554,0.0396,2.6e-06,0.0447,0.828,157.714,3
402,0.796,0.729,-6.94,0.0488,0.082,0.0,0.302,0.578,111.496,3
403,0.822,0.969,-11.471,0.0582,0.259,0.000153,0.39,0.765,128.007,3
404,0.683,0.772,-7.907,0.0311,0.0222,0.0149,0.203,0.737,123.871,3
405,0.72,0.725,-3.462,0.277,0.34,2.23e-05,0.0616,0.83,180.063,2
406,0.5,0.501,-8.284,0.0376,0.462,0.0,0.26,0.623,144.438,0
407,0.597,0.837,-6.518,0.375,0.00427,0.00115,0.839,0.447,126.342,2
408,0.583,0.786,-8.431,0.0299,0.0424,0.0,0.12,0.968,129.045,3
409,0.749,0.748,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,3
410,0.403,0.422,-13.964,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,0
411,0.613,0.487,-8.781,0.0935,0.412,1.02e-05,0.286,0.699,143.332,0
412,0.692,0.497,-7.316,0.119,0.676,0.0,0.259,0.475,81.308,0
413,0.613,0.697,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746,3
414,0.783,0.794,-2.231,0.12,0.105,0.0,0.304,0.805,104.963,3
415,0.967,0.583,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0,3
416,0.809,0.467,-10.834,0.0479,0.544,0.573,0.123,0.398,104.019,0
417,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,0
418,0.596,0.823,-4.586,0.134,0.0115,0.0,0.0658,0.619,174.056,3
419,0.488,0.81,-5.557,0.0467,0.0295,7.79e-06,0.262,0.385,75.511,0
420,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,0
421,0.576,0.86,-3.913,0.0394,0.000875,0.0,0.316,0.594,87.461,3
422,0.727,0.68,-4.498,0.0286,0.0101,0.0,0.0821,0.728,132.012,3
423,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,3
424,0.722,0.761,-4.459,0.0475,0.0117,0.0,0.315,0.624,128.044,3
425,0.597,0.868,-5.095,0.0526,0.0212,0.0,0.664,0.709,160.021,3
426,0.624,0.654,-6.582,0.183,0.577,0.0,0.104,0.564,73.898,2
427,0.644,0.945,-3.534,0.0717,0.0587,0.0,0.184,0.573,91.017,3
428,0.528,0.965,-7.984,0.0465,0.141,0.985,0.0797,0.587,136.065,3
429,0.646,0.795,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99,3
430,0.743,0.752,-4.813,0.0414,0.0188,0.0,0.287,0.545,110.015,3
431,0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024,3
432,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,3
433,0.49,0.885,-4.121,0.0396,0.00218,0.0,0.0741,0.64,166.996,3
434,0.657,0.604,-6.006,0.0296,0.0361,0.0,0.102,0.0779,118.042,0
435,0.326,0.527,-6.278,0.0294,0.155,0.000775,0.0929,0.0826,65.967,0
436,0.435,0.837,-8.126,0.449,0.00676,0.0,0.117,0.778,124.913,2
437,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,3
438,0.715,0.931,-3.793,0.0565,0.171,0.0,0.0757,0.742,120.025,3
439,0.747,0.928,-6.107,0.0824,0.0297,1.75e-06,0.113,0.87,100.065,3
440,0.857,0.468,-8.53,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,3
441,0.697,0.91,-3.92,0.247,0.00271,0.0,0.147,0.623,127.031,2
442,0.802,0.756,-10.791,0.0349,0.0843,0.00765,0.0521,0.963,131.715,3
443,0.253,0.505,-8.012,0.0304,0.158,0.0975,0.0843,0.218,143.568,0
444,0.74,0.766,-2.939,0.178,0.116,0.0,0.0406,0.807,170.531,3
445,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,0
446,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,3
447,0.664,0.845,-6.115,0.0461,0.181,0.0,0.267,0.357,96.005,0
448,0.733,0.848,-5.462,0.0392,0.0871,0.00266,0.0949,0.917,127.054,3
449,0.497,0.918,-6.97,0.0501,0.000301,0.0007,0.081,0.531,161.004,3
450,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786,3
451,0.529,0.794,-3.903,0.164,0.122,0.0,0.117,0.543,119.956,2
452,0.706,0.842,-4.628,0.038,0.0476,0.0,0.134,0.818,104.958,3
453,0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,3
454,0.459,0.282,-9.99,0.0283,0.822,0.00986,0.0931,0.161,72.46,0
455,0.826,0.49,-10.477,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,3
456,0.557,0.54,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171,0
457,0.863,0.433,-11.1,0.0383,0.0699,0.0,0.0553,0.712,97.067,3
458,0.614,0.516,-8.486,0.136,0.274,9.53e-05,0.12,0.723,114.044,3
459,0.766,0.682,-5.02,0.0419,0.0113,0.00016,0.104,0.833,127.966,3
460,0.55,0.444,-7.588,0.0292,0.241,0.0,0.187,0.0438,120.179,0
461,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,0
462,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034,2
463,0.573,0.712,-5.976,0.0732,0.0572,0.0,0.167,0.346,140.012,0
464,0.524,0.41,-11.824,0.0254,0.226,0.0,0.0896,0.43,71.027,0
465,0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96,0
466,0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,3
467,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018,3
468,0.754,0.806,-3.177,0.0842,0.00338,0.0,0.033,0.851,119.973,3
469,0.633,0.673,-6.403,0.258,0.297,0.0,0.206,0.659,86.776,2
470,0.66,0.867,-4.285,0.116,0.11,0.0,0.0368,0.377,93.033,3
471,0.541,0.854,-6.201,0.0464,0.18,0.0,0.14,0.568,144.918,3
472,0.82,0.452,-9.796,0.0348,0.543,0.00294,0.0714,0.74,117.401,3
473,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,0
474,0.757,0.678,-5.529,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,2
475,0.167,0.678,-8.321,0.0432,0.00345,0.871,0.0614,0.112,168.183,0
476,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,3
477,0.571,0.432,-4.704,0.0405,0.222,0.0,0.131,0.598,138.768,0
478,0.516,0.764,-6.223,0.0366,0.0717,0.0,0.115,0.376,148.021,0
479,0.652,0.749,-5.248,0.0886,0.0848,0.0,0.604,0.651,94.103,3
480,0.805,0.558,-5.226,0.041,0.164,2.2e-05,0.0546,0.965,114.95,3
481,0.778,0.661,-7.664,0.0347,0.653,0.0,0.103,0.747,128.052,3
482,0.656,0.291,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971,0
483,0.567,0.818,-4.362,0.263,0.181,0.0,0.315,0.482,210.857,2
484,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036,3
485,0.297,0.738,-8.0,0.039,0.147,0.769,0.285,0.225,154.678,0
486,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,3
487,0.758,0.686,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007,3
488,0.753,0.729,-3.862,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,3
489,0.916,0.72,-8.548,0.1,0.36,0.00016,0.0958,0.76,103.312,3
490,0.72,0.672,-6.852,0.0551,0.009,0.0,0.232,0.705,124.986,3
491,0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963,3
492,0.754,0.804,-7.189,0.0368,0.0186,0.0613,0.207,0.972,132.964,3
493,0.907,0.564,-9.29,0.0568,0.000928,0.65,0.108,0.229,122.632,0
494,0.555,0.757,-7.868,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,3
495,0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,3
496,0.489,0.404,-15.922,0.0488,0.929,0.095,0.142,0.0595,76.929,0
497,0.671,0.882,-6.149,0.0552,0.00181,0.667,0.285,0.787,136.955,3
498,0.62,0.732,-8.162,0.199,0.115,0.0,0.192,0.755,93.094,2
499,0.747,0.904,-2.623,0.0803,0.046,0.106,0.203,0.846,118.877,3
500,0.529,0.768,-5.51,0.0566,0.00224,0.00075,0.297,0.769,127.316,3
501,0.784,0.804,-8.024,0.112,0.21,0.000359,0.101,0.817,130.03,3
502,0.624,0.976,-5.355,0.0494,0.004,1.18e-05,0.376,0.514,142.008,3
503,0.514,0.83,-6.077,0.044,0.0378,1.43e-06,0.122,0.138,100.631,0
504,0.622,0.807,-6.752,0.408,0.103,0.0,0.306,0.892,174.06,2
505,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,3
506,0.651,0.87,-5.149,0.0318,0.103,0.00815,0.0979,0.729,103.857,3
507,0.529,0.127,-16.066,0.0274,0.611,0.000109,0.237,0.578,63.05,0
508,0.867,0.646,-4.674,0.288,0.303,0.0,0.279,0.67,88.634,2
509,0.578,0.684,-7.627,0.0833,0.284,2.47e-05,0.109,0.454,173.9,0
510,0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046,0
511,0.282,0.624,-5.265,0.048,0.000218,0.000105,0.0827,0.17,119.868,0
512,0.567,0.512,-8.831,0.0357,0.545,0.0,0.296,0.334,130.271,0
513,0.563,0.643,-6.792,0.0284,0.0105,0.000275,0.0576,0.282,85.049,0
514,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.386,79.975,0
515,0.777,0.601,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911,3
516,0.541,0.96,-2.947,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,3
517,0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,3
518,0.675,0.862,-4.614,0.0253,0.0165,0.000427,0.169,0.498,129.967,3
519,0.553,0.838,-5.824,0.0317,0.123,3.01e-05,0.053,0.821,129.893,3
520,0.375,0.893,-4.097,0.0406,0.000509,0.0,0.187,0.434,174.323,0
521,0.855,0.587,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97,3
522,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,0
523,0.692,0.653,-6.823,0.105,0.0218,0.000781,0.154,0.843,115.923,3
524,0.443,0.403,-8.339,0.0322,0.631,0.0,0.111,0.41,143.462,0
525,0.689,0.694,-5.83,0.027,0.257,0.0,0.148,0.482,99.039,0
526,0.431,0.59,-6.362,0.0284,0.163,1.11e-05,0.0981,0.257,150.193,0
527,0.58,0.498,-6.901,0.0277,0.198,0.0,0.132,0.111,116.271,0
528,0.859,0.905,-5.539,0.129,0.205,0.00837,0.322,0.731,89.946,3
529,0.877,0.854,-4.523,0.147,0.0544,5.5e-05,0.144,0.54,114.472,3
530,0.356,0.917,-6.006,0.0479,0.0335,0.0,0.406,0.518,171.176,3
531,0.565,0.564,-10.044,0.0292,0.161,0.0,0.114,0.454,134.355,0
532,0.63,0.559,-7.983,0.0275,0.289,7.5e-05,0.286,0.45,95.031,0
533,0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0,0
534,0.564,0.774,-9.424,0.0368,0.0135,0.00191,0.0861,0.657,100.894,3
535,0.748,0.603,-12.044,0.043,0.15,0.000261,0.0269,0.827,108.831,3
536,0.692,0.711,-7.498,0.0317,0.225,0.0,0.12,0.875,125.135,3
537,0.877,0.534,-6.178,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,3
538,0.532,0.887,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511,3
539,0.591,0.61,-7.709,0.0377,0.352,0.0,0.113,0.841,88.094,3
540,0.865,0.665,-6.289,0.073,0.0453,0.0,0.224,0.331,111.113,3
541,0.591,0.736,-7.722,0.0336,0.511,0.00304,0.179,0.29,108.011,0
542,0.802,0.966,-3.933,0.0424,0.18,0.0,0.0611,0.684,130.099,3
543,0.38,0.43,-12.564,0.0288,0.546,1.71e-05,0.188,0.547,82.204,0
544,0.585,0.621,-11.074,0.0362,0.3,0.00278,0.116,0.393,111.946,0
545,0.756,0.77,-3.502,0.0343,0.191,0.0,0.178,0.73,119.961,3
546,0.761,0.718,-10.279,0.0366,0.00459,5.95e-06,0.0333,0.876,120.12,3
547,0.733,0.794,-10.023,0.0307,0.0614,0.0367,0.33,0.931,148.174,3
548,0.651,0.74,-6.244,0.0272,0.0862,0.0,0.142,0.615,102.233,3
549,0.664,0.758,-6.583,0.21,0.00238,0.0,0.0598,0.701,99.259,2
550,0.749,0.605,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024,3
551,0.803,0.641,-5.102,0.0335,0.617,2.59e-06,0.1,0.919,118.01,3
552,0.782,0.861,-3.813,0.181,0.0158,0.000532,0.0675,0.518,96.458,3
553,0.369,0.762,-8.993,0.0464,0.22,2.8e-05,0.579,0.644,84.957,0
554,0.722,0.851,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885,3
555,0.377,0.658,-5.589,0.0318,0.117,0.0,0.0677,0.307,143.713,0
556,0.683,0.426,-8.187,0.0228,0.39,0.000183,0.113,0.478,93.972,0
557,0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,3
558,0.668,0.678,-10.317,0.056,0.00293,0.0,0.265,0.657,120.029,3
559,0.721,0.939,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,113.309,3
560,0.702,0.953,-6.347,0.0473,0.0113,0.00193,0.266,0.507,134.027,3
561,0.617,0.607,-7.015,0.0231,0.000876,0.0701,0.0918,0.446,102.068,0
562,0.55,0.585,-7.028,0.0841,0.626,5.92e-06,0.134,0.639,175.783,0
563,0.508,0.834,-6.205,0.0386,0.0183,0.0,0.0732,0.774,139.131,3
564,0.85,0.7,-6.49,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,3
565,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,2
566,0.721,0.737,-2.734,0.0324,0.121,0.0,0.165,0.931,97.996,3
567,0.506,0.727,-7.541,0.0408,0.278,0.00203,0.406,0.519,79.998,0
568,0.672,0.854,-6.741,0.0301,0.00716,1.62e-06,0.117,0.725,153.579,3
569,0.668,0.73,-7.182,0.0366,0.225,0.0,0.188,0.894,92.049,3
570,0.579,0.53,-9.271,0.0332,0.347,0.0,0.143,0.386,123.919,0
571,0.645,0.795,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,0
572,0.688,0.782,-12.291,0.034,0.000235,0.666,0.0955,0.77,127.822,3
573,0.922,0.909,-2.429,0.27,0.0281,0.0,0.0856,0.309,95.295,2
574,0.648,0.931,-3.15,0.181,0.00937,0.0,0.752,0.744,153.649,2
575,0.503,0.233,-11.568,0.0303,0.145,1.4e-06,0.105,0.13,71.952,0
576,0.727,0.552,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189,3
577,0.853,0.606,-4.596,0.0713,0.0561,0.0,0.313,0.654,94.759,3
578,0.731,0.738,-8.125,0.0377,0.184,0.0,0.214,0.958,117.656,3
579,0.887,0.48,-11.994,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,3
580,0.381,0.652,-6.369,0.093,0.113,5.01e-06,0.0995,0.14,170.391,0
581,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,3
582,0.723,0.63,-8.636,0.0563,0.00327,0.000972,0.103,0.476,124.979,3
583,0.793,0.5,-13.108,0.0319,0.028,1.96e-05,0.186,0.833,123.017,3
584,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,0.765,114.759,3
585,0.875,0.634,-3.484,0.0978,0.00426,3.64e-06,0.111,0.531,120.001,3
586,0.555,0.545,-6.768,0.0255,0.0629,0.0,0.124,0.193,143.988,0
587,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,0
588,0.731,0.853,-4.219,0.0363,0.0352,0.0,0.268,0.605,108.016,3
589,0.704,0.868,-5.808,0.0315,0.0834,0.0,0.206,0.808,131.468,3
590,0.604,0.755,-10.761,0.0337,0.000298,0.817,0.0625,0.387,137.064,0
591,0.723,0.872,-3.617,0.0586,0.192,0.000154,0.0814,0.544,128.038,3
592,0.546,0.931,-6.344,0.0341,0.000299,2.92e-05,0.11,0.643,125.495,3
593,0.776,0.687,-8.897,0.0292,0.0704,0.0,0.979,0.895,91.646,3
594,0.707,0.659,-5.777,0.049,0.0782,0.0,0.116,0.513,120.098,3
595,0.588,0.867,-5.771,0.0286,0.000121,0.0209,0.0973,0.731,112.023,3
596,0.672,0.649,-5.072,0.0677,0.00316,0.0,0.0547,0.883,127.912,3
597,0.794,0.832,-4.862,0.0407,0.237,1.14e-05,0.203,0.871,107.657,3
598,0.629,0.885,-4.508,0.0384,0.0532,0.00252,0.105,0.567,99.881,3
599,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,0
600,0.622,0.451,-9.319,0.0286,0.738,0.00377,0.108,0.254,89.944,0
601,0.939,0.742,-5.171,0.0467,0.321,0.0,0.107,0.924,118.978,3
602,0.467,0.324,-10.451,0.0255,0.615,0.0248,0.118,0.166,94.301,0
603,0.346,0.641,-5.627,0.0504,0.136,8.4e-06,0.108,0.159,77.281,0
604,0.366,0.886,-6.331,0.0459,0.0489,0.72,0.178,0.445,150.582,0
605,0.91,0.641,-11.316,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,3
606,0.829,0.857,-4.194,0.152,0.26,0.0,0.415,0.586,137.979,3
607,0.851,0.551,-5.177,0.0396,0.151,0.0,0.0827,0.807,131.922,3
608,0.739,0.945,-4.443,0.0881,0.125,0.0,0.112,0.627,130.018,3
609,0.677,0.682,-6.879,0.0361,0.0405,0.0,0.0351,0.875,106.279,3
610,0.427,0.354,-5.341,0.0315,0.307,0.0,0.0956,0.246,104.925,0
611,0.265,0.553,-10.198,0.0702,0.727,0.0,0.983,0.237,76.115,0
612,0.649,0.647,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02,0
613,0.676,0.475,-12.758,0.0367,0.423,1.48e-05,0.105,0.631,102.015,0
614,0.519,0.589,-6.125,0.0266,0.139,0.000318,0.383,0.428,77.001,0
615,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,3
616,0.626,0.667,-11.817,0.0283,0.209,0.000257,0.0779,0.83,112.776,3
617,0.62,0.446,-14.451,0.0347,0.589,0.0299,0.0727,0.868,88.591,0
618,0.651,0.339,-11.917,0.0246,0.372,0.0141,0.0739,0.32,103.996,0
619,0.705,0.847,-2.588,0.0361,0.414,3.21e-06,0.406,0.743,120.527,3
620,0.386,0.607,-7.7,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,0
621,0.829,0.839,-5.251,0.0443,0.0993,0.0201,0.0491,0.96,121.589,3
622,0.583,0.905,-6.132,0.0733,0.0984,0.00019,0.0593,0.646,173.982,3
623,0.818,0.692,-8.79,0.0529,0.357,9.42e-06,0.127,0.934,139.695,3
624,0.835,0.669,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,3
625,0.55,0.903,-4.027,0.0928,0.00183,0.0,0.359,0.506,150.142,3
626,0.601,0.832,-7.399,0.0485,0.034,6.32e-06,0.369,0.406,100.941,0
627,0.72,0.808,-5.627,0.0379,0.00793,0.0293,0.0634,0.869,126.041,3
628,0.71,0.988,-4.371,0.0521,0.0196,0.56,0.701,0.706,124.984,3
629,0.788,0.576,-6.996,0.0327,0.0372,0.000211,0.0634,0.889,124.115,3
630,0.577,0.808,-7.04,0.039,0.0338,1.33e-05,0.221,0.869,151.008,3
631,0.482,0.721,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,0
632,0.776,0.767,-6.228,0.0395,0.0394,0.0199,0.0934,0.324,127.051,3
633,0.52,0.652,-6.655,0.0274,0.34,5.49e-05,0.256,0.722,80.609,0
634,0.543,0.642,-6.533,0.0888,0.137,0.0,0.243,0.749,117.923,3
635,0.808,0.976,-7.87,0.0429,0.0349,0.84,0.0364,0.974,127.001,3
636,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691,3
637,0.557,0.798,-7.405,0.0935,0.000851,0.675,0.183,0.794,112.187,3
638,0.72,0.744,-6.938,0.12,0.237,0.0,0.255,0.619,78.953,3
